0,36
0,35
0,51
0,40
0,40
0,51
0,37
0,40
0,47
0,50
0,33
0,36
0,43
0,30
0,45
0,40
0,57
0,51
0,46
0,30
0,45
0,44
0,48
0,36
0,3
1,33
1,39
1,31
1,47
1,44
1,40
1,39
1,40
1,42
1,44
1,48
1,43
1,38
1,29
1,27
1,62
1,43
1,33
1,46
1,42
1,42
1,42
1,46
1,34
1,40
2,51
2,43
2,43
2,34
2,47
2,58
2,36
2,37
2,37
2,45
2,44
2,44
2,38
2,38
2,44
2,30
2,45
2,47
2,35
2,48
2,32
2,37
2,44
2,38
2,44
3,43
3,46
3,46
3,49
3,35
3,38
3,38
3,41
3,39
3,51
3,52
3,44
3,49
3,49
3,44
3,49
3,34
3,47
3,48
3,31
3,37
3,42
3,48
3,44
3,43
4,50
4,35
4,46
4,32
4,41
4,43
4,42
4,47
4,32
4,35
4,43
4,32
4,39
4,25
4,52
4,43
4,47
4,34
4,32
4,37
4,49
4,43
4,39
4,57
4,52
5,38
5,36
5,33
5,36
5,34
5,51
5,41
5,48
5,35
5,34
5,48
5,46
5,37
5,47
5,50
5,42
5,42
5,3
5,43
5,48
5,41
5,49
5,46
5,41
5,32
